ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
1087,D,Road,0.0,2,-0.4634146341463415,0.0,low,M,2.0,-0.6977106369724342,1
1088,F,Road,0.0,2,-0.8170731707317073,0.0,medium,M,2.0,-0.7089238436380626,1
1089,A,Road,0.5,2,-0.21951219512195122,0.0,medium,M,2.0,-0.6428905154960286,1
1090,B,Road,-0.5,1,-1.2439024390243902,2.0,medium,F,2.0,-0.903286092508955,1
1091,C,Road,0.0,2,0.08536585365853659,-1.0,medium,M,2.0,-0.3376421118205887,1
1092,F,Flight,-0.5,5,-0.7317073170731707,0.0,medium,M,2.0,-0.8836629808441053,1
1093,D,Flight,0.0,4,-0.17073170731707318,0.0,low,M,2.0,-0.3653636505217256,1
1094,F,Flight,-1.0,5,0.024390243902439025,-1.0,medium,F,2.0,-0.10652546332346986,1
1095,A,Flight,-0.5,1,-0.35365853658536583,0.0,medium,M,-0.6666666666666666,-0.3420028033016664,1
1096,B,Flight,0.0,2,-0.18292682926829268,0.0,low,M,2.0,-0.3597570471889114,1
1097,C,Flight,0.5,2,0.6219512195121951,0.0,low,F,0.8333333333333334,-0.3915277994081919,1
1098,F,Flight,-0.5,2,0.5975609756097561,0.0,low,F,2.0,-0.6341691325338732,1
1099,D,Flight,0.0,2,-0.4024390243902439,-1.0,low,F,2.0,-0.4155116025541193,1
1100,F,Flight,0.0,3,-0.6219512195121951,-1.0,low,F,0.8333333333333334,-0.9521881326896122,1
1101,A,Flight,0.5,2,0.5609756097560976,-1.0,medium,M,2.0,-0.05824637906868089,1
1102,B,Flight,1.0,2,-0.6707317073170732,2.0,medium,F,2.0,-0.9039090484348232,1
1103,C,Flight,0.0,1,0.15853658536585366,0.0,medium,M,2.0,-0.3444946270051394,1
1104,F,Flight,-0.5,3,-1.3414634146341464,2.0,medium,F,2.0,-0.6893007319732128,1
1105,D,Flight,-0.5,4,-0.3170731707317073,1.0,low,F,2.0,-0.3370191558947204,1
1106,F,Flight,0.5,3,-0.14634146341463414,0.0,high,M,2.0,-0.19093599127861705,1
1107,A,Flight,-0.5,3,-0.012195121951219513,2.5,low,F,1.6666666666666667,-0.5372994860613611,1
1108,B,Flight,-0.5,1,-0.036585365853658534,-1.0,low,F,2.0,-0.25447749571717804,1
1109,C,Flight,0.0,4,0.21951219512195122,0.0,medium,F,2.0,-0.5186108082853138,1
1110,F,Flight,0.0,3,-0.8658536585365854,-1.0,high,M,2.0,-0.7543996262264445,1
1111,D,Flight,0.5,1,-0.21951219512195122,0.0,medium,M,2.0,-0.3712817318174739,1
1112,F,Flight,0.0,1,-0.7804878048780488,2.5,medium,F,2.0,-0.9590406478741629,1
1113,A,Flight,0.5,1,0.0975609756097561,0.0,high,M,2.0,-0.5600373773555521,1
1114,B,Ship,-0.5,2,-0.13414634146341464,0.0,high,M,-0.6666666666666666,-0.42298707366453825,1
1115,C,Ship,0.5,2,-0.43902439024390244,0.0,medium,M,2.0,-0.9260239838031459,1
1116,F,Ship,0.0,2,0.7073170731707317,-1.0,low,M,2.0,-0.2734776514561595,1
1117,D,Ship,0.0,2,-0.3902439024390244,0.0,low,M,2.0,-0.06416446036442922,1
1118,F,Ship,0.0,4,-0.10975609756097561,0.0,low,F,0.6666666666666666,-0.5899392617972279,1
1119,A,Ship,-0.5,2,-0.524390243902439,0.0,medium,M,0.6666666666666666,-0.893007319732129,1
1120,B,Ship,0.0,1,-0.5121951219512195,-1.0,low,M,2.0,-0.671546488085968,1
1121,C,Ship,-0.5,2,-0.04878048780487805,-1.0,medium,M,2.0,-0.06883662980844105,1
1122,F,Ship,-1.0,1,0.6097560975609756,0.0,medium,M,0.5,-0.23049369257125057,1
1123,D,Ship,0.0,1,-0.4024390243902439,1.0,low,F,2.0,-0.5450864351347142,1
1124,F,Ship,-0.5,5,0.3170731707317073,0.0,medium,F,2.0,-0.38311789440897054,1
1125,A,Ship,0.0,4,-0.9024390243902439,1.0,medium,F,2.0,-0.8431708456626694,1
1126,B,Ship,1.0,4,0.8414634146341463,2.0,medium,F,2.0,-0.45569225977262107,1
1127,C,Ship,0.0,3,0.5975609756097561,1.0,medium,M,2.0,-0.37034729792867155,1
1128,F,Ship,0.0,4,-0.9512195121951219,0.0,high,F,2.0,-0.9079582619529668,1
1129,D,Ship,0.0,4,-0.8414634146341463,1.0,low,F,2.0,-0.9154337330633857,1
1130,F,Ship,-0.5,3,-0.6341463414634146,-1.0,low,F,2.0,-0.7431864195608161,1
1131,A,Ship,0.5,1,0.1951219512195122,2.5,low,F,2.0,-0.6484971188288429,1
1132,B,Ship,-0.5,3,-0.8048780487804879,2.0,medium,M,2.0,-0.8400560660333282,1
1133,C,Ship,-0.5,3,-0.47560975609756095,0.0,high,F,2.0,-0.9148107771375176,1
1134,F,Ship,0.0,2,0.15853658536585366,-1.0,high,M,2.0,-0.17629652702071327,1
1135,D,Ship,0.0,1,-0.45121951219512196,1.0,low,F,1.0,-0.8036131443700358,1
1136,F,Ship,1.0,1,0.524390243902439,0.0,medium,M,2.0,-0.22831334683071172,1
1137,A,Ship,0.5,5,-0.1951219512195122,2.0,medium,M,2.0,-0.41924933810932874,1
1138,B,Ship,-0.5,5,0.45121951219512196,0.0,medium,M,2.0,-0.15511602554119297,1
1139,C,Ship,0.5,5,-0.6829268292682927,0.0,medium,F,2.0,-0.9042205263977574,1
1140,F,Ship,0.0,5,-0.524390243902439,2.5,medium,F,2.0,-0.7192026164148887,1
1141,D,Ship,0.0,1,0.5609756097560976,-1.0,low,M,-0.8333333333333334,-0.3641177386699891,1
1142,F,Ship,-0.5,4,0.5975609756097561,0.0,low,M,2.0,-0.36038000311477963,1
1143,A,Ship,1.0,3,0.6707317073170732,-1.0,high,M,2.0,-0.5759227534651923,1
1144,B,Ship,-0.5,3,0.12195121951219512,-1.0,low,F,2.0,-0.28936302756579974,1
1145,C,Ship,0.0,1,-1.170731707317073,2.0,low,M,2.0,-0.8522037065877589,1
1146,F,Ship,0.5,1,-0.34146341463414637,2.5,low,M,2.0,-0.5045942999532783,1
1147,D,Ship,0.5,5,-0.2804878048780488,-1.0,high,M,2.0,-0.4488397445880704,1
1148,F,Ship,0.5,5,-0.4878048780487805,2.5,medium,F,2.0,-0.923532160099673,1
1149,A,Ship,-0.5,1,-0.9024390243902439,-1.0,medium,F,2.0,-0.875253075844884,1
1150,B,Ship,0.0,2,-0.25609756097560976,-1.0,high,F,2.0,-0.5538078180968696,1
1151,C,Ship,-0.5,4,-0.8048780487804879,2.5,high,F,0.8333333333333334,-0.7382027721538701,1
1152,F,Ship,-1.0,2,-0.4634146341463415,2.0,low,F,2.0,-0.9151222551004516,1
1153,D,Ship,0.0,1,-0.9634146341463414,2.5,medium,M,2.0,-0.6727923999377045,1
1154,F,Ship,1.0,5,-0.7317073170731707,2.5,medium,F,2.0,-0.6724809219747703,1
1155,A,Ship,0.0,5,-0.8658536585365854,2.5,low,M,2.0,-0.7453667653013549,1
1156,B,Ship,0.0,3,-0.5,-1.0,low,F,0.5,-0.9250895499143436,1
1157,C,Ship,0.0,5,0.5853658536585366,0.0,medium,F,2.0,-0.31459274256346365,1
1158,F,Ship,0.0,1,-0.524390243902439,0.0,low,F,2.0,-0.8201214764055443,1
1159,D,Ship,0.0,3,0.3902439024390244,-1.0,low,M,2.0,-0.5488241706899237,1
1160,F,Ship,-0.5,4,0.6341463414634146,-1.0,high,F,2.0,-0.4267248092197477,1
1161,A,Ship,0.0,5,-1.0609756097560976,2.5,low,M,2.0,-0.8528266625136272,1
1162,B,Ship,0.5,2,-0.573170731707317,2.5,low,M,2.0,-0.6939729014172248,1
1163,C,Ship,0.0,2,-0.32926829268292684,1.0,medium,M,2.0,-0.6070705497586045,1
1164,F,Ship,-0.5,2,-0.6341463414634146,-1.0,low,F,2.0,-0.7895966360380003,1
1165,D,Ship,0.5,2,0.1951219512195122,2.5,low,M,0.5,-0.16975548979909671,1
1166,F,Ship,-0.5,4,-0.8048780487804879,2.0,medium,F,2.0,-0.8126460052951253,1
1167,A,Ship,-0.5,3,-0.47560975609756095,0.0,high,F,2.0,-0.9095156517676375,1
1168,B,Ship,0.0,1,0.15853658536585366,-1.0,high,M,2.0,-0.33296994237657684,1
1169,C,Ship,0.0,3,-0.45121951219512196,1.0,low,M,2.0,-0.7419405077090796,1
1170,F,Ship,1.0,1,0.524390243902439,0.0,medium,M,2.0,-0.5949229092041738,1
1171,D,Ship,0.5,1,-0.1951219512195122,2.0,medium,F,2.0,-0.2996418003426258,1
1172,F,Ship,-0.5,1,0.45121951219512196,0.0,medium,F,1.8333333333333333,-0.5946114312412397,1
1173,A,Ship,0.5,2,-0.6829268292682927,0.0,medium,M,1.5,-0.8254166017754244,1
1174,B,Ship,0.0,3,-0.524390243902439,2.5,medium,F,0.3333333333333333,-0.6977106369724342,1
1175,C,Ship,0.0,3,0.5609756097560976,-1.0,low,M,2.0,-0.5055287338420806,1
1176,F,Ship,-0.5,1,0.5975609756097561,0.0,low,M,2.0,-0.1432798629496963,1
1177,D,Ship,1.0,4,0.6707317073170732,-1.0,high,M,2.0,-0.04641021647718424,1
1178,F,Ship,-0.5,2,0.12195121951219512,-1.0,low,F,2.0,-0.12459118517364896,1
1179,A,Ship,0.0,3,-1.170731707317073,2.0,low,F,1.3333333333333333,-0.7936458495561439,1
1180,B,Ship,0.5,4,-0.34146341463414637,2.5,low,F,2.0,-0.16446036442921663,1
1181,C,Ship,0.5,2,-0.2804878048780488,-1.0,high,F,-0.16666666666666666,-0.6509889425323159,1
1182,F,Ship,0.5,1,-0.4878048780487805,2.5,medium,M,2.0,-0.7830555988163838,1
1183,D,Ship,-0.5,3,-0.9024390243902439,-1.0,medium,M,2.0,-0.7170222706743498,1
1184,F,Ship,0.0,1,-0.25609756097560976,-1.0,high,M,2.0,-0.19903441831490423,1
1185,A,Ship,-0.5,5,-0.8048780487804879,2.5,high,F,2.0,-0.7948917614078804,1
1186,B,Ship,-1.0,3,-0.4634146341463415,2.0,low,M,2.0,-0.9017287026942844,1
1187,C,Ship,0.0,4,-0.9634146341463414,2.5,medium,F,2.0,-0.8684005606603333,1
1188,F,Ship,1.0,5,-0.7317073170731707,2.5,medium,F,1.1666666666666667,-0.9173026008409905,1
1189,D,Ship,0.0,5,-0.8658536585365854,2.5,low,M,2.0,-0.9512536988008098,1
1190,F,Ship,0.0,2,-0.5,-1.0,low,F,2.0,-0.8761875097336863,1
1191,A,Ship,0.0,3,0.5853658536585366,0.0,medium,M,2.0,-0.3877900638529824,1
1192,B,Ship,0.0,5,-0.524390243902439,0.0,low,F,2.0,-0.7681046565955458,1
1193,C,Ship,0.0,4,0.3902439024390244,-1.0,low,M,0.6666666666666666,-0.5815293567980065,1
1194,F,Ship,-0.5,4,0.6341463414634146,-1.0,high,M,2.0,-0.46908581217878836,1
1195,D,Ship,0.0,1,-1.0609756097560976,2.5,low,F,0.8333333333333334,-0.8191870425167419,1
1196,F,Ship,0.5,5,-0.573170731707317,2.5,low,M,2.0,-0.8104656595545865,1
1197,A,Ship,0.0,2,-0.32926829268292684,1.0,medium,M,2.0,-0.2878056377511291,1
1198,B,Ship,1.0,2,0.975609756097561,1.0,low,M,2.0,-0.786170378445725,1
1199,C,Ship,0.0,2,-0.6829268292682927,1.0,low,F,1.0,-0.7363339043762653,1
1200,F,Ship,1.0,5,-0.9634146341463414,2.0,low,M,2.0,-0.9565488241706899,1
1201,D,Ship,0.0,2,0.2926829268292683,0.0,low,F,2.0,-0.6958417691948294,1
1202,F,Ship,1.0,1,-0.012195121951219513,0.0,low,M,2.0,-0.8101541815916524,1
1203,A,Ship,0.0,4,0.2804878048780488,-1.0,medium,M,2.0,-0.8266625136271609,1
1204,B,Ship,0.0,1,0.524390243902439,0.0,low,M,2.0,-0.8849088926958417,1
1205,C,Ship,0.5,2,-0.1951219512195122,2.0,low,M,2.0,-0.6712350101230338,1
1206,F,Ship,-0.5,3,0.04878048780487805,0.0,medium,M,2.0,-0.22551004516430462,1
1207,D,Road,0.0,4,0.2682926829268293,1.0,low,M,2.0,-0.5821523127238748,1
1208,F,Road,-0.5,1,-1.3902439024390243,0.0,low,F,1.6666666666666667,-0.9406634480610497,1
1209,A,Road,-0.5,1,-0.7317073170731707,-1.0,low,F,2.0,-0.6712350101230338,1
1210,B,Road,0.5,1,0.2926829268292683,0.0,low,M,2.0,-0.0987385142501168,1
1211,C,Road,0.5,5,-1.048780487804878,2.0,low,M,2.0,-0.9783522815760785,1
1212,F,Road,0.0,1,-0.9024390243902439,0.0,medium,M,0.3333333333333333,-0.8465971032549447,1
1213,D,Road,-1.0,4,-0.32926829268292684,0.0,low,M,2.0,-0.08441052795514717,1
1214,F,Road,0.0,3,0.5121951219512195,0.0,low,F,1.3333333333333333,-0.3096090951565177,1
1215,A,Road,-0.5,3,0.6829268292682927,1.0,low,F,1.8333333333333333,-0.5457093910605825,1
1216,B,Road,0.0,2,-0.14634146341463414,-1.0,low,F,2.0,-0.3553963557078337,1
1217,C,Road,-0.5,5,0.5121951219512195,0.0,low,F,2.0,-0.3669210403363962,1
1218,F,Road,0.0,3,-0.9634146341463414,-1.0,medium,F,2.0,-0.7948917614078804,1
1219,D,Road,0.0,4,-0.36585365853658536,1.0,medium,M,0.16666666666666666,-0.5740538856875876,1
1220,F,Road,0.5,5,-0.5487804878048781,1.0,medium,F,2.0,-0.6936614234542906,1
1221,A,Road,-0.5,2,-0.43902439024390244,1.0,medium,F,2.0,-0.9562373462077558,1
1222,B,Road,0.0,5,0.6219512195121951,0.0,medium,F,2.0,-0.3264289051549603,1
1223,C,Road,0.0,3,0.036585365853658534,-1.0,medium,M,2.0,-0.6263821834605202,1
1224,F,Road,-0.5,1,0.5365853658536586,-1.0,medium,M,0.6666666666666666,-0.42298707366453825,1
1225,D,Road,-0.5,3,0.04878048780487805,-1.0,medium,M,0.3333333333333333,-0.6478741629029746,1
1226,F,Road,-0.5,1,-0.9634146341463414,-1.0,medium,M,0.0,-0.8824170689923688,1
1227,A,Road,-0.5,3,-0.7804878048780488,-1.0,medium,F,2.0,-0.964335773244043,1
1228,B,Road,-0.5,4,-0.17073170731707318,0.0,medium,F,2.0,-0.37595390126148576,1
1229,C,Flight,1.0,1,-0.9512195121951219,0.0,high,M,0.8333333333333334,-0.796449151222551,1
1230,F,Flight,-0.5,2,-1.1585365853658536,-1.0,low,M,2.0,-0.7344650365986607,1
1231,D,Flight,0.5,4,-0.024390243902439025,2.5,medium,F,-0.3333333333333333,-0.65659554586513,1
1232,F,Flight,0.0,2,0.7073170731707317,-1.0,low,M,2.0,-0.5519389503192649,1
1233,A,Flight,0.0,2,-0.5853658536585366,0.0,low,M,-0.3333333333333333,-0.7908425478897368,1
1234,B,Flight,-0.5,5,-0.4634146341463415,0.0,high,F,-1.0,-0.6749727456782433,1
1235,C,Flight,-1.0,3,0.8048780487804879,1.0,low,M,1.6666666666666667,-0.1850179099828687,1
1236,F,Flight,-0.5,2,-0.5487804878048781,-1.0,medium,F,2.0,-0.6936614234542906,1
1237,D,Flight,-0.5,1,0.2073170731707317,2.5,medium,F,2.0,-0.1625914966516119,1
1238,F,Flight,0.0,1,-0.9024390243902439,-1.0,low,F,-0.3333333333333333,-0.8954991434356019,1
1239,A,Flight,-0.5,5,-0.3780487804878049,0.0,medium,F,2.0,-0.3086746612677153,1
1240,B,Flight,0.0,5,-0.6951219512195121,0.0,medium,M,2.0,-0.8073508799252452,1
1241,C,Flight,0.0,5,-0.04878048780487805,1.0,medium,F,2.0,-0.07600062295592587,1
1242,F,Flight,0.0,5,0.15853658536585366,1.0,low,F,2.0,-0.6017754243887244,1
1243,D,Flight,0.0,1,0.43902439024390244,-1.0,medium,M,2.0,-0.3513471421896901,1
1244,F,Flight,1.0,3,-0.524390243902439,2.0,high,M,2.0,-0.6858744743809375,1
1245,A,Flight,0.0,2,-0.9512195121951219,-1.0,medium,F,1.6666666666666667,-0.8920728858433266,1
1246,B,Flight,0.0,3,0.5365853658536586,0.0,medium,M,2.0,-0.4890204018065722,1
1247,C,Flight,1.0,2,0.6951219512195121,2.0,low,M,1.1666666666666667,-0.5092664693972901,1
1248,F,Flight,0.0,4,-0.2073170731707317,0.0,low,F,2.0,-0.38436380626070704,1
1249,D,Flight,0.5,2,0.036585365853658534,0.0,low,M,2.0,-0.35819965737424075,1
1250,F,Flight,0.0,1,0.4024390243902439,0.0,low,F,0.3333333333333333,-0.5404142656907024,1
1251,A,Ship,0.0,4,-0.2682926829268293,1.0,medium,F,2.0,-0.17131287961376732,1
1252,B,Ship,-0.5,1,0.4878048780487805,0.0,medium,M,-0.16666666666666666,-0.20339510979598194,1
1253,C,Ship,0.5,5,0.14634146341463414,0.0,medium,F,2.0,-0.09624669054664382,1
1254,F,Ship,0.5,3,-0.2073170731707317,-1.0,low,F,2.0,-0.5195452421741161,1
1255,D,Ship,-0.5,1,-0.13414634146341464,1.0,medium,M,0.8333333333333334,-0.4267248092197477,1
1256,F,Ship,0.0,5,-0.21951219512195122,0.0,medium,M,1.5,-0.13300109017287026,1
1257,A,Ship,-1.0,2,-0.4146341463414634,0.0,low,M,2.0,-0.9132533873228469,1
1258,B,Ship,-0.5,5,0.06097560975609756,0.0,low,F,2.0,-0.3127238747858589,1
1259,C,Ship,0.0,4,0.6341463414634146,-1.0,low,F,1.3333333333333333,-0.22551004516430462,1
1260,F,Ship,0.5,1,-0.8536585365853658,-1.0,low,F,2.0,-0.9553029123189535,1
1261,D,Ship,0.5,3,-0.2073170731707317,-1.0,low,F,0.8333333333333334,-0.23329699423765768,1
1262,F,Ship,0.0,1,0.5365853658536586,0.0,medium,F,-0.5,-0.14421429683849868,1
1263,A,Ship,-0.5,3,-0.32926829268292684,0.0,low,F,2.0,-0.5195452421741161,1
1264,B,Ship,0.5,4,-0.36585365853658536,0.0,low,M,0.3333333333333333,-0.25447749571717804,1
1265,C,Ship,0.0,3,-0.8780487804878049,-1.0,medium,F,2.0,-0.7892851580750662,1
1266,F,Ship,-0.5,5,0.8414634146341463,2.0,low,F,2.0,-0.40523282977729325,1
1267,D,Ship,0.0,2,0.08536585365853659,-1.0,low,F,1.0,-0.32767481700669676,1
1268,F,Ship,-0.5,2,0.23170731707317074,2.0,low,M,2.0,-0.6662513627160879,1
1269,A,Ship,1.0,4,-1.0365853658536586,2.0,low,F,2.0,-0.8366298084410528,1
1270,B,Ship,-0.5,4,-0.7317073170731707,-1.0,medium,F,2.0,-0.8120230493692572,1
1271,C,Ship,0.0,4,-0.6829268292682927,0.0,medium,M,2.0,-0.8603021336240461,1
1272,F,Ship,0.5,3,0.2682926829268293,2.5,medium,M,0.3333333333333333,-0.13518143591340911,1
1273,D,Ship,-0.5,5,0.524390243902439,0.0,low,F,2.0,-0.6164148886466283,1
1274,F,Ship,0.0,5,-0.6585365853658537,0.0,medium,M,2.0,-0.8216788662202149,1
1275,A,Ship,0.0,2,0.5,1.0,low,F,2.0,-0.2962155427503504,1
1276,B,Ship,0.0,3,-0.04878048780487805,-1.0,medium,M,2.0,-0.3192649120074755,1
1277,C,Ship,0.5,3,-0.5487804878048781,1.0,medium,F,2.0,-0.890515496028656,1
1278,F,Ship,-0.5,1,0.7439024390243902,-1.0,high,F,-1.0,-0.483413798473758,1
1279,D,Ship,-0.5,2,-0.35365853658536583,0.0,medium,M,2.0,-0.5239059336551939,1
1280,F,Ship,-0.5,2,-0.012195121951219513,-1.0,medium,F,2.0,-0.41738047033172404,1
1281,A,Ship,-0.5,4,-0.4268292682926829,0.0,high,M,2.0,-0.7995639308518923,1
1282,B,Ship,-0.5,3,-1.2682926829268293,0.0,low,M,0.0,-0.9076467839900327,1
1283,C,Ship,-0.5,4,0.024390243902439025,0.0,low,F,2.0,-0.656284067902196,1
1284,F,Ship,0.0,1,0.6463414634146342,0.0,medium,M,2.0,-0.4463479208845974,1
1285,D,Ship,0.5,4,0.0,-1.0,medium,F,-1.0,-0.13705030369101387,1
1286,F,Ship,0.5,2,-0.21951219512195122,0.0,low,M,2.0,-0.6036442921663292,1
1287,A,Ship,-1.0,2,-0.2682926829268293,-1.0,low,F,0.16666666666666666,-0.3183304781186731,1
1288,B,Ship,0.0,1,-0.2804878048780488,0.0,low,M,-0.5,-0.44385609718112445,1
1289,C,Ship,-0.5,4,0.0975609756097561,0.0,medium,M,2.0,-0.44697087681046566,1
1290,F,Ship,-0.5,3,-0.8902439024390244,0.0,medium,M,0.5,-0.7469241551160255,1
1291,D,Ship,0.0,3,0.34146341463414637,0.0,low,M,-1.0,-0.41769194829465817,1
1292,F,Ship,-0.5,4,-0.024390243902439025,-1.0,high,M,1.0,-0.4410527955147173,1
1293,A,Ship,0.5,5,-0.9878048780487805,0.0,medium,F,2.0,-0.7790063852982402,1
1294,B,Ship,0.5,5,0.4878048780487805,2.0,low,F,2.0,-0.5111353371748949,1
1295,C,Ship,0.0,3,-0.2926829268292683,0.0,medium,F,-0.8333333333333334,-0.6304313969786638,1
1296,F,Ship,0.5,3,-0.35365853658536583,0.0,low,M,2.0,-0.5126927269895655,1
1297,D,Ship,-0.5,5,-0.2804878048780488,0.0,medium,M,2.0,-0.0806727923999377,1
1298,F,Ship,0.0,4,-0.6829268292682927,-1.0,medium,M,1.3333333333333333,-0.9714997663915278,1
1299,A,Ship,-0.5,5,-0.524390243902439,0.0,low,F,2.0,-0.8771219436224887,1
1300,B,Ship,-0.5,4,-0.6585365853658537,-1.0,medium,M,2.0,-0.954368478430151,1
1301,C,Ship,0.0,2,0.25609756097560976,0.0,low,F,2.0,-0.3304781186731039,1
1302,F,Ship,0.0,4,0.4024390243902439,0.0,low,M,2.0,-0.5569225977262109,1
1303,D,Ship,0.0,1,-0.7560975609756098,0.0,medium,F,2.0,-0.760940663448061,1
1304,F,Ship,0.0,3,-0.926829268292683,0.0,medium,M,1.3333333333333333,-0.9559258682448217,1
1305,A,Ship,0.5,4,0.6829268292682927,-1.0,high,F,2.0,-0.3669210403363962,1
1306,B,Ship,1.0,1,-0.25609756097560976,1.0,medium,M,0.16666666666666666,-0.3728391216321445,1
1307,C,Ship,0.0,3,0.4634146341463415,-1.0,medium,M,-1.0,-0.564709546799564,1
1308,F,Ship,-0.5,1,-0.13414634146341464,-1.0,medium,F,2.0,-0.053885687587603176,1
1309,D,Ship,0.5,4,-0.8902439024390244,0.0,medium,M,2.0,-0.7699735243731506,1
1310,F,Ship,0.0,3,-0.2073170731707317,0.0,low,F,2.0,-0.16570627628095314,1
1311,A,Ship,1.0,2,-0.8780487804878049,0.0,low,F,2.0,-0.8774334215854228,1
1312,B,Ship,-0.5,4,-0.6463414634146342,0.0,low,F,2.0,-0.9658931630587136,1
1313,C,Ship,-1.0,2,-0.9146341463414634,0.0,medium,F,2.0,-0.8926958417691948,1
1314,F,Ship,-1.0,5,-0.34146341463414637,-1.0,low,M,1.6666666666666667,-0.07880392462233297,1
1315,D,Ship,0.5,3,-0.2926829268292683,0.0,low,M,2.0,-0.4790531069926803,1
1316,F,Ship,0.5,3,-0.34146341463414637,1.0,low,M,2.0,-0.05232829777293257,1
1317,A,Ship,-0.5,2,-0.4024390243902439,0.0,low,F,2.0,-0.6182837564242329,1
1318,B,Ship,0.0,4,-1.2560975609756098,2.5,low,M,0.16666666666666666,-0.9356798006541037,1
1319,C,Ship,-1.0,3,-0.6707317073170732,0.0,medium,M,2.0,-0.9422208378757203,1
1320,F,Ship,0.0,3,-0.10975609756097561,0.0,medium,F,2.0,-0.5787260551315995,1
1321,D,Ship,0.5,1,-0.975609756097561,0.0,high,F,0.8333333333333334,-0.7394486840056066,1
1322,F,Ship,-0.5,1,-0.2804878048780488,0.0,low,F,-0.5,-0.06291854851269273,1
1323,A,Ship,-1.0,3,-0.8902439024390244,-1.0,medium,F,2.0,-0.7864818564086591,1
1324,B,Ship,0.5,1,0.13414634146341464,-1.0,medium,M,2.0,-0.21647718423921508,1
1325,C,Ship,-0.5,5,-0.524390243902439,0.0,medium,F,2.0,-0.8874007163993147,1
1326,F,Ship,0.0,3,0.8780487804878049,2.0,low,M,2.0,-0.37719981311322226,1
1327,D,Ship,-0.5,1,0.5,2.0,low,F,-1.0,-0.4472823547733998,1
1328,F,Ship,0.0,5,-1.2317073170731707,2.5,medium,M,2.0,-0.8132689612209936,1
1329,A,Ship,0.5,1,-0.15853658536585366,0.0,medium,F,2.0,-0.5173648964335773,1
1330,B,Ship,-0.5,1,-0.36585365853658536,0.0,medium,F,2.0,-0.41301977885064634,1
1331,C,Ship,-0.5,1,-0.18292682926829268,-1.0,medium,F,1.8333333333333333,-0.2501168042361003,1
1332,F,Ship,0.0,4,0.5,-1.0,medium,M,2.0,-0.5862015262420184,1
1333,D,Ship,0.0,5,0.6707317073170732,1.0,medium,M,2.0,-0.21585422831334683,1
1334,F,Ship,0.5,5,0.5609756097560976,-1.0,low,F,2.0,-0.3376421118205887,1
1335,A,Ship,-0.5,1,-0.1951219512195122,1.0,medium,F,2.0,-0.40523282977729325,1
1336,B,Ship,0.0,2,0.5121951219512195,-1.0,medium,M,0.5,-0.318019000155739,1
1337,C,Ship,-0.5,1,-0.9024390243902439,1.0,low,M,2.0,-0.923532160099673,1
1338,F,Ship,-0.5,4,-0.5975609756097561,1.0,medium,F,0.0,-0.7855474225198568,1
1339,D,Ship,-0.5,3,-0.8536585365853658,0.0,low,M,-1.0,-0.8954991434356019,1
1340,F,Ship,-1.0,2,0.3170731707317073,0.0,low,M,2.0,-0.3641177386699891,1
1341,A,Ship,0.0,2,-0.3780487804878049,1.0,low,M,1.3333333333333333,-0.16103410683694128,1
1342,B,Ship,0.5,3,-0.15853658536585366,-1.0,low,M,-0.5,-0.12209936147017598,1
1343,C,Ship,0.0,4,0.024390243902439025,-1.0,medium,F,-0.16666666666666666,-0.27846129886310544,1
1344,F,Road,0.0,5,0.04878048780487805,0.0,low,M,2.0,-0.45693817162435757,1
1345,D,Road,-0.5,4,-0.8170731707317073,0.0,low,F,-0.8333333333333334,-0.8852203706587759,1
1346,F,Road,-0.5,5,0.6097560975609756,-1.0,medium,F,-1.0,-0.06291854851269273,1
1347,A,Road,0.0,4,-0.8414634146341463,0.0,low,F,2.0,-0.7780719514094377,1
1348,B,Road,-0.5,5,0.6097560975609756,2.5,low,M,2.0,-0.4354461921819031,1
1349,C,Road,0.0,5,0.47560975609756095,-1.0,medium,F,2.0,-0.48590562217723093,1
1350,F,Road,-1.0,4,0.524390243902439,2.5,low,M,-0.3333333333333333,-0.05077090795826195,1
1351,D,Road,0.0,1,-0.14634146341463414,0.0,high,M,2.0,-0.49400404921351815,1
1352,F,Road,0.5,5,0.3780487804878049,1.0,medium,F,0.8333333333333334,-0.5992836006852515,1
1353,A,Road,0.0,1,-0.6341463414634146,-1.0,low,F,2.0,-0.8126460052951253,1
1354,B,Road,-0.5,2,-0.6829268292682927,0.0,medium,F,2.0,-0.8213673882572808,1
1355,C,Road,-0.5,1,-0.3902439024390244,0.0,medium,F,2.0,-0.19093599127861705,1
1356,F,Road,-0.5,4,0.04878048780487805,0.0,medium,F,-0.5,-0.19155894720448527,1
1357,D,Road,0.0,5,-0.15853658536585366,0.0,medium,M,2.0,-0.18252608627939573,1
1358,F,Road,0.5,1,-0.36585365853658536,1.0,medium,F,2.0,-0.5971032549447126,1
1359,A,Road,0.0,1,0.32926829268292684,0.0,medium,F,2.0,-0.10496807350879925,1
1360,B,Road,0.5,5,0.5975609756097561,-1.0,medium,M,2.0,-0.2837564242329855,1
1361,C,Road,0.5,5,0.1951219512195122,-1.0,medium,F,2.0,-0.239215075533406,1
1362,F,Road,-0.5,4,0.3170731707317073,0.0,low,F,2.0,-0.5584799875408815,1
